playerId,season,name,team,position,games_played,icetime,p/60,p/60_rank,p/60_rank_norm,goals,goals_rank,goals_rank_norm,assists,assists_rank,assists_rank_norm,xg,xg_rank,xg_rank_norm,corsi_for_pct,corsi_rank,corsi_rank_norm,high_danger_shots,hds_rank,hds_rank_norm
8478424,2024,Jansen Harkins,ANA,C,62,34348.0,0.6288575754046815,415,2.3584905660377444,2.0,399,6.132075471698116,1.0,408,4.009433962264154,3.47,406,4.481132075471706,0.43,401,5.660377358490564,2.0,412,3.066037735849065
8477955,2024,Jared McCann,SEA,L,82,59750.0,2.169037656903766,50,88.44339622641509,12.0,139,67.45283018867924,16.0,32,92.68867924528303,10.53,214,49.76415094339623,0.47,319,25.0,5.0,357,16.037735849056602
8477450,2024,Jason Dickinson,CHI,C,59,44925.0,1.0417362270450752,360,15.330188679245282,6.0,306,28.066037735849065,3.0,353,16.981132075471706,6.18,351,17.452830188679243,0.44,388,8.726415094339629,6.0,337,20.754716981132077
8480027,2024,Jason Robertson,DAL,L,82,68458.0,2.787110345029069,5,99.05660377358491,23.0,13,97.16981132075472,15.0,39,91.0377358490566,13.01,118,72.40566037735849,0.5,195,54.24528301886792,16.0,97,77.35849056603774
8475722,2024,Jason Zucker,BUF,L,73,55023.0,1.8973883648656016,98,77.12264150943396,9.0,215,49.528301886792455,15.0,40,90.80188679245283,11.58,179,58.0188679245283,0.48,281,33.9622641509434,12.0,188,55.89622641509434
8476419,2024,Jean-Gabriel Pageau,NYI,C,79,61719.0,1.6915374520001945,146,65.80188679245283,11.0,173,59.43396226415094,9.0,164,61.556603773584904,14.07,91,78.77358490566039,0.52,113,73.58490566037736,18.0,58,86.55660377358491
8475784,2024,Jeff Skinner,EDM,L,72,49951.0,1.7296951011991752,137,67.9245283018868,14.0,97,77.35849056603774,7.0,223,47.64150943396226,13.32,109,74.52830188679246,0.52,114,73.34905660377359,11.0,218,48.820754716981135
8480003,2024,Jesper Boqvist,FLA,C,78,55081.0,1.3725241008696285,259,39.15094339622642,10.0,200,53.06603773584906,6.0,256,39.85849056603774,9.55,244,42.68867924528302,0.51,159,62.735849056603776,12.0,189,55.66037735849057
8479407,2024,Jesper Bratt,NJD,L,81,66077.0,2.233757585846815,41,90.56603773584905,12.0,140,67.21698113207547,19.0,14,96.93396226415095,13.4,106,75.23584905660377,0.53,81,81.13207547169812,16.0,98,77.12264150943396
8480829,2024,Jesperi Kotkaniemi,CAR,C,78,58206.0,1.9173281105040718,93,78.30188679245283,11.0,174,59.19811320754717,9.0,165,61.320754716981135,11.54,180,57.78301886792453,0.58,15,96.69811320754717,15.0,121,71.69811320754717
8479344,2024,Jesse Puljujarvi,FLA,R,31,20161.0,1.6070631417092405,183,57.07547169811321,4.0,355,16.509433962264154,2.0,384,9.669811320754718,4.26,390,8.254716981132077,0.52,115,73.11320754716981,4.0,384,9.669811320754718
8476918,2024,Jimmy Vesey,COL,L,43,26591.0,0.947689067729683,374,12.028301886792462,5.0,333,21.698113207547166,2.0,385,9.43396226415095,3.48,404,4.952830188679243,0.5,196,54.009433962264154,3.0,397,6.603773584905667
8483468,2024,Jiri Kulich,BUF,C,62,46981.0,1.685787871692812,150,64.85849056603774,14.0,98,77.12264150943396,5.0,288,32.31132075471699,12.02,163,61.79245283018868,0.52,116,72.87735849056604,15.0,122,71.4622641509434
8480813,2024,Joe Veleno,CHI,C,74,50280.0,1.0023866348448687,370,12.971698113207552,8.0,237,44.339622641509436,2.0,386,9.198113207547166,8.03,299,29.716981132075475,0.45,369,13.20754716981132,10.0,241,43.39622641509434
8476469,2024,Joel Armia,MTL,R,81,51364.0,1.3316719881629158,273,35.84905660377359,5.0,334,21.462264150943398,10.0,138,67.68867924528303,8.1,295,30.660377358490564,0.46,345,18.867924528301884,9.0,271,36.320754716981135
8478493,2024,Joel Eriksson Ek,MIN,C,46,38467.0,1.4038006603062365,249,41.509433962264154,8.0,238,44.10377358490566,4.0,317,25.47169811320755,8.64,276,35.14150943396227,0.54,57,86.79245283018868,5.0,358,15.801886792452834
8480797,2024,Joel Farabee,CGY,L,81,61977.0,1.0455491553318168,358,15.801886792452834,9.0,216,49.29245283018868,7.0,224,47.405660377358494,15.79,54,87.5,0.5,197,53.77358490566038,22.0,17,96.22641509433963
